image_name,# of ecDNA (DAPI),# of ecDNA (green),# of ecDNA (red),# of ecDNA (DAPI and green),# of ecDNA (DAPI and red),# of ecDNA (red and green),# of ecDNA (DAPI and red and green),# of HSR (red),# of HSR (green)
3989.tif,"(16, 943)","(2, 21)","(9, 121)",0.0,0.0,0.0,0.0,1.0,1.0
3990.tif,"(2, 34)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
3992.tif,"(16, 984)","(1, 23)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,1.0
3993.tif,"(17, 736)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
3998.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4002.tif,"(2, 72)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4003.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4004.tif,"(5, 257)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4005.tif,"(3, 144)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4006.tif,"(6, 247)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4007.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4008.tif,"(2, 77)","(0, 0.0)","(3, 35)",0.0,0.0,0.0,0.0,1.0,0.0
4009.tif,"(6, 293)","(2, 102)","(1, 123)",0.0,0.0,1.0,0.0,0.0,1.0
4010.tif,"(3, 117)","(1, 11)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,1.0
4011.tif,"(1, 24)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4013.tif,"(1, 16)","(0, 0.0)","(1, 11)",0.0,1.0,0.0,0.0,1.0,1.0
4014.tif,"(5, 152)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4015.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4016.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4018.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4019.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4022.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4023.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4024.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4025.tif,"(3, 96)","(1, 1)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4026.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4027.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4028.tif,"(6, 156)","(2, 250)","(4, 601)",1.0,3.0,2.0,1.0,1.0,1.0
4029.tif,"(2, 46)","(1, 11)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4030.tif,"(77, 3889)","(7, 146)","(5, 511)",1.0,3.0,5.0,1.0,3.0,5.0
4032.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4033.tif,"(0, 0.0)","(0, 0.0)","(3, 56)",0.0,0.0,0.0,0.0,0.0,0.0
4034.tif,"(6, 266)","(0, 0.0)","(2, 15)",0.0,0.0,0.0,0.0,0.0,0.0
4035.tif,"(0, 0.0)","(1, 5)","(2, 10)",0.0,0.0,0.0,0.0,0.0,0.0
4036.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4038.tif,"(0, 0.0)","(0, 0.0)","(3, 22)",0.0,0.0,0.0,0.0,0.0,0.0
4039.tif,"(0, 0.0)","(1, 3)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4040.tif,"(1, 32)","(3, 7)","(2, 117)",0.0,0.0,0.0,0.0,0.0,1.0
4041.tif,"(0, 0.0)","(0, 0.0)","(1, 3)",0.0,0.0,0.0,0.0,0.0,0.0
4042.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4044.tif,"(0, 0.0)","(1, 2)","(3, 20)",0.0,0.0,0.0,0.0,0.0,0.0
4045.tif,"(0, 0.0)","(1, 1)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4046.tif,"(5, 190)","(0, 0.0)","(4, 12)",0.0,0.0,0.0,0.0,0.0,0.0
4047.tif,"(3, 71)","(0, 0.0)","(5, 209)",0.0,0.0,0.0,0.0,0.0,0.0
4048.tif,"(1, 17)","(0, 0.0)","(2, 43)",0.0,0.0,0.0,0.0,0.0,0.0
4049.tif,"(4, 244)","(1, 56)","(2, 35)",0.0,0.0,1.0,0.0,0.0,0.0
4050.tif,"(51, 3149)","(7, 134)","(2, 385)",1.0,3.0,4.0,1.0,2.0,3.0
4051.tif,"(27, 1707)","(2, 16)","(3, 12)",1.0,1.0,1.0,0.0,1.0,1.0
4052.tif,"(6, 198)","(0, 0.0)","(1, 11)",0.0,0.0,0.0,0.0,0.0,0.0
4053.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4054.tif,"(32, 2026)","(9, 53)","(2, 293)",0.0,1.0,9.0,0.0,2.0,1.0
4055.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4056.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4057.tif,"(0, 0.0)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,0.0,0.0
4059.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4060.tif,"(26, 974)","(8, 260)","(4, 434)",0.0,1.0,7.0,0.0,4.0,3.0
4061.tif,"(15, 486)","(2, 11)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,1.0
4062.tif,"(1, 24)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4063.tif,"(1, 24)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4064.tif,"(2, 153)","(2, 14)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4065.tif,"(3, 116)","(3, 91)","(1, 95)",0.0,0.0,2.0,0.0,2.0,3.0
4066.tif,"(2, 51)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4067.tif,"(1, 26)","(2, 16)","(2, 7)",0.0,0.0,1.0,0.0,0.0,0.0
4068.tif,"(9, 406)","(1, 14)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4069.tif,"(18, 691)","(6, 123)","(4, 184)",0.0,0.0,6.0,0.0,1.0,2.0
4070.tif,"(5, 168)","(4, 104)","(1, 223)",0.0,0.0,4.0,0.0,1.0,1.0
4071.tif,"(3, 93)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4072.tif,"(0, 0.0)","(1, 26)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,2.0
4073.tif,"(7, 258)","(2, 27)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,2.0
4074.tif,"(11, 400)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4075.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4076.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4077.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4078.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4081.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4082.tif,"(0, 0.0)","(0, 0.0)","(6, 403)",0.0,0.0,0.0,0.0,0.0,0.0
4085.tif,"(2, 36)","(0, 0.0)","(1, 32)",0.0,0.0,0.0,0.0,0.0,0.0
4086.tif,"(2, 153)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4087.tif,"(0, 0.0)","(0, 0.0)","(1, 3)",0.0,0.0,0.0,0.0,0.0,0.0
4089.tif,"(5, 329)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,1.0,0.0
4090.tif,"(6, 140)","(0, 0.0)","(2, 5)",0.0,0.0,0.0,0.0,0.0,0.0
4091.tif,"(0, 0.0)","(0, 0.0)","(4, 73)",0.0,0.0,0.0,0.0,0.0,0.0
4093.tif,"(5, 237)","(0, 0.0)","(2, 5)",0.0,0.0,0.0,0.0,1.0,0.0
4094.tif,"(0, 0.0)","(0, 0.0)","(1, 3)",0.0,0.0,0.0,0.0,0.0,0.0
4095.tif,"(0, 0.0)","(0, 0.0)","(1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
4096.tif,"(1, 22)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4097.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4098.tif,"(1, 105)","(0, 0.0)","(1, 10)",0.0,0.0,0.0,0.0,0.0,0.0
4099.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4103.tif,"(1, 21)","(0, 0.0)","(2, 8)",0.0,0.0,0.0,0.0,0.0,0.0
4104.tif,"(0, 0.0)","(0, 0.0)","(1, 23)",0.0,0.0,0.0,0.0,0.0,0.0
4105.tif,"(2, 301)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,1.0,0.0
4108.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4109.tif,"(2, 44)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4110.tif,"(5, 261)","(0, 0.0)","(1, 1)",0.0,0.0,0.0,0.0,1.0,0.0
4111.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4112.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4113.tif,"(3, 105)","(0, 0.0)","(1, 11)",0.0,0.0,0.0,0.0,1.0,0.0
4114.tif,"(2, 79)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,0.0,0.0
4115.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4116.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4117.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4119.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4120.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4124.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4125.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4126.tif,"(0, 0.0)","(0, 0.0)","(3, 7)",0.0,0.0,0.0,0.0,0.0,0.0
4128.tif,"(4, 229)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4129.tif,"(7, 460)","(0, 0.0)","(5, 27)",0.0,0.0,0.0,0.0,0.0,0.0
4130.tif,"(1, 17)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4131.tif,"(0, 0.0)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,0.0,0.0
4132.tif,"(4, 268)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,1.0,0.0
4133.tif,"(8, 327)","(0, 0.0)","(2, 19)",0.0,0.0,0.0,0.0,1.0,0.0
4134.tif,"(6, 420)","(0, 0.0)","(1, 3)",0.0,0.0,0.0,0.0,0.0,0.0
4135.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4136.tif,"(2, 194)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4137.tif,"(3, 203)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4139.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4140.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4143.tif,"(2, 45)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,0.0,0.0
4144.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4146.tif,"(4, 159)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4147.tif,"(1, 14)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4148.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4149.tif,"(4, 165)","(0, 0.0)","(4, 21)",0.0,0.0,0.0,0.0,0.0,0.0
4150.tif,"(7, 154)","(0, 0.0)","(1, 5)",0.0,0.0,0.0,0.0,1.0,0.0
4151.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4152.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4153.tif,"(3, 141)","(0, 0.0)","(1, 9)",0.0,0.0,0.0,0.0,0.0,0.0
4154.tif,"(4, 154)","(0, 0.0)","(2, 10)",0.0,0.0,0.0,0.0,1.0,0.0
4155.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4156.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4157.tif,"(0, 0.0)","(0, 0.0)","(2, 17)",0.0,0.0,0.0,0.0,0.0,0.0
4158.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4159.tif,"(0, 0.0)","(0, 0.0)","(1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
4162.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4163.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4165.tif,"(2, 163)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4166.tif,"(3, 52)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4167.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4169.tif,"(3, 103)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4170.tif,"(8, 346)","(0, 0.0)","(1, 4)",0.0,0.0,0.0,0.0,0.0,0.0
4171.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4173.tif,"(2, 76)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,0.0,0.0
4174.tif,"(1, 42)","(0, 0.0)","(2, 15)",0.0,0.0,0.0,0.0,1.0,0.0
4175.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4179.tif,"(2, 80)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4182.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4183.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4184.tif,"(1, 18)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4185.tif,"(0, 0.0)","(0, 0.0)","(1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
4186.tif,"(1, 18)","(0, 0.0)","(1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
4187.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4188.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4189.tif,"(2, 96)","(0, 0.0)","(2, 18)",0.0,0.0,0.0,0.0,1.0,0.0
4190.tif,"(3, 72)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4191.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4192.tif,"(2, 36)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4193.tif,"(3, 78)","(0, 0.0)","(2, 6)",0.0,0.0,0.0,0.0,0.0,0.0
4194.tif,"(3, 208)","(0, 0.0)","(2, 13)",0.0,0.0,0.0,0.0,0.0,0.0
4195.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4196.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4197.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4198.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4199.tif,"(2, 121)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4200.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4201.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4204.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4205.tif,"(0, 0.0)","(0, 0.0)","(2, 5)",0.0,0.0,0.0,0.0,0.0,0.0
4206.tif,"(2, 169)","(0, 0.0)","(1, 8)",0.0,0.0,0.0,0.0,0.0,0.0
4207.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4208.tif,"(0, 0.0)","(0, 0.0)","(10, 451)",0.0,0.0,0.0,0.0,1.0,0.0
4209.tif,"(3, 184)","(0, 0.0)","(2, 15)",0.0,0.0,0.0,0.0,0.0,0.0
4210.tif,"(9, 529)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4211.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4212.tif,"(0, 0.0)","(0, 0.0)","(30, 504)",0.0,0.0,0.0,0.0,0.0,0.0
4213.tif,"(2, 159)","(0, 0.0)","(2, 2)",0.0,0.0,0.0,0.0,1.0,0.0
4214.tif,"(14, 964)","(0, 0.0)","(1, 5)",0.0,1.0,0.0,0.0,0.0,0.0
4215.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4216.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4217.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4218.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4219.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4220.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4221.tif,"(1, 14)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4223.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4224.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4225.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4226.tif,"(1, 296)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4227.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4228.tif,"(3, 72)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4229.tif,"(2, 121)","(0, 0.0)","(1, 5)",0.0,0.0,0.0,0.0,1.0,0.0
4230.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4231.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4232.tif,"(1, 79)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4233.tif,"(2, 26)","(0, 0.0)","(2, 9)",0.0,0.0,0.0,0.0,0.0,0.0
4234.tif,"(1, 20)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4235.tif,"(0, 0.0)","(0, 0.0)","(2, 14)",0.0,0.0,0.0,0.0,0.0,0.0
4236.tif,"(1, 48)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4237.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4238.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4239.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4240.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4241.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4242.tif,"(1, 83)","(0, 0.0)","(2, 6)",0.0,0.0,0.0,0.0,0.0,0.0
4243.tif,"(0, 0.0)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,0.0,0.0
4244.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4245.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4246.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4247.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4248.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4249.tif,"(1, 69)","(0, 0.0)","(2, 18)",0.0,0.0,0.0,0.0,0.0,0.0
4250.tif,"(0, 0.0)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,0.0,0.0
4251.tif,"(1, 24)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4253.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4254.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4255.tif,"(1, 39)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4257.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4258.tif,"(1, 19)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4259.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4265.tif,"(13, 809)","(0, 0.0)","(1, 4)",0.0,0.0,0.0,0.0,0.0,0.0
4266.tif,"(8, 431)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4268.tif,"(2, 114)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4269.tif,"(11, 768)","(0, 0.0)","(8, 64)",0.0,0.0,0.0,0.0,2.0,0.0
4270.tif,"(11, 562)","(0, 0.0)","(3, 16)",0.0,0.0,0.0,0.0,1.0,0.0
4273.tif,"(4, 303)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4274.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4275.tif,"(0, 0.0)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,0.0,0.0
4276.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4278.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4279.tif,"(0, 0.0)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,0.0,0.0
4284.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4285.tif,"(1, 124)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4286.tif,"(2, 149)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4288.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4289.tif,"(3, 154)","(0, 0.0)","(2, 14)",0.0,0.0,0.0,0.0,0.0,0.0
4290.tif,"(6, 240)","(0, 0.0)","(2, 10)",0.0,0.0,0.0,0.0,0.0,0.0
4293.tif,"(2, 223)","(0, 0.0)","(3, 10)",0.0,0.0,0.0,0.0,0.0,0.0
4294.tif,"(0, 0.0)","(0, 0.0)","(1, 10)",0.0,0.0,0.0,0.0,1.0,0.0
4297.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4302.tif,"(2, 36)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4303.tif,"(1, 59)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4305.tif,"(5, 141)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4306.tif,"(1, 27)","(0, 0.0)","(2, 5)",0.0,0.0,0.0,0.0,0.0,0.0
4307.tif,"(2, 71)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4309.tif,"(5, 184)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
4310.tif,"(7, 422)","(0, 0.0)","(6, 19)",0.0,0.0,0.0,0.0,1.0,0.0
